tshirt,positive_pant,detailed,medium,low,empty,dif
125582916,154035980,"An image of  black high-waisted skinny jeans in stretch denim, form-fitting with a five-pocket design, belt loops, and zip fly",Generate an image of black high-rise skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
108966046,149858429,An image of an olive green midi A-line skirt made of layered tulle with a fitted waistband and softly flared silhouette,Generate an image of an olive midi A-line skirt,Generate an image of a tulle skirt, ,"A photo of a Skirt, on white background, high quality."
151434566,154777899,An image of a white satin mermaid-cut wedding skirt with a fitted silhouette that flares at the knees and extends into a sweeping train,Generate an image of a white mermaid wedding skirt,Generate an image of a wedding skirt, ,"A photo of a Skirt, on white background, high quality."
180351203,178227426,An image of black distressed ripped skinny denim jeans with large thigh holes,Generate an image of black skinny ripped jeans,Generate an image of ripped jeans, ,"A photo of a Jeans, on white background, high quality."
192595594,199817190,"An image of light wash denim mom jeans with a high waist, relaxed tapered fit, classic five-pocket styling, and subtle vintage fading",Generate an image of light wash high-waisted mom jeans in a relaxed tapered fit,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
179735395,186314771,"An image of a red high-waisted bodycon midi pencil skirt in stretchy jersey fabric, form-fitting silhouette with a clean straight hem",Generate an image of a red bodycon midi pencil skirt,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
215394039,216189279,"An image of light wash denim boyfriend jeans with a relaxed fit, distressed detailing, and cuffed hems",Generate an image of light wash relaxed-fit boyfriend jeans,Generate an image of cuffed jeans, ,"A photo of a Jeans, on white background, high quality."
151019972,60064554,"An image of a black textured A-line mini skirt made from textured woven fabric, featuring crisp pleats, a fitted waistband, and short mini length",Generate an image of a black A-line pleated mini skirt,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
153411362,154719064,"An image of grey wool tweed ankle-length dress pants in a slim fit, featuring a tailored waistband and sharp pressed creases",Generate an image of slim-fit grey ankle dress pants,Generate an image of dress pants, ,"A photo of a Dress Pants, on white background, high quality."
153411362,154719064,"An image of grey wool tweed ankle-length dress pants in a slim fit, featuring a tailored waistband and sharp pressed creases",Generate an image of slim-fit grey ankle dress pants,Generate an image of dress pants, ,"A photo of a Pants, on white background, high quality."
128516595,128141661,"An image of  light-wash skinny jeans in stretch denim, mid-rise waist, classic five-pocket styling with zip fly and subtle fading","Generate an image of light-wash skinny jeans with a slim, form-fitting cut",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
186392494,184403558,"An image of burgundy velvet slim-fit trousers with belt loops, a mid-rise waist, and a zip fly",Generate an image of burgundy slim-fit velvet trousers,Generate an image of slim-fit trousers, ,"A photo of a Trousers, on white background, high quality."
77391337,93410653,"An image of light-wash blue skinny stretch denim jeans with a mid-rise fit, five-pocket construction, and subtle whiskering",Generate an image of light-wash skinny fit jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
151663996,147108653,"An image of a black knit sweater dress with long sleeves, a body-skimming fit, and a waist-cinching belt",Generate an image of a fitted black sweater dress with long sleeves,Generate an image of a sweater dress, ,"A photo of a Dress, on white background, high quality."
209863763,210185108,"An image of a light-wash denim mini skirt with a high-waisted fit, made from sturdy cotton denim, featuring classic five-pocket styling, belt loops, and a front button-and-zip closure",Generate an image of a high-waisted light-wash denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
132076204,133465852,"An image of  black straight-leg denim jeans made from sturdy cotton denim, mid-rise waist, classic five-pocket design, button fly, and tonal stitching",Generate an image of  black straight-leg jeans with a regular fit,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
141730338,132947789,"An image of a black sheer lace high-low overlay skirt with a high-waisted A-line silhouette, lightweight sheer lace fabric, cascading high-low hem, and layered overlay detailing",Generate an image of a black A-line high-low lace skirt,Generate an image of a high-low skirt, ,"A photo of a Skirt, on white background, high quality."
201753250,203126901,An image of mustard yellow cotton high-waisted pleated shorts with a matching belt,Generate an image of high-waisted pleated shorts in mustard yellow,Generate an image of shorts, ,"A photo of a Shorts, on white background, high quality."
22671892,55676962,"An image of  ivory skinny denim jeans made from stretch cotton denim, featuring a mid-rise waist, classic five-pocket styling, belt loops, and a sleek ankle-length skinny fit",Generate an image of ivory skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189054965,209186899,"An image of blue floral print palazzo pants made from lightweight woven fabric, featuring a high waist, wide-leg fit, and flowing drape",Generate an image of blue wide-leg high-waist palazzo pants with a floral print,Generate an image of palazzo pants, ,"A photo of a Palazzo Pants, on white background, high quality."
145936340,148870531,"An image of black high-waisted skinny jeans made from stretch denim, featuring a contoured high-rise waistband, classic five-pocket styling, and a sleek body-hugging fit",Generate an image of black high-waist skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
184793882,188155870,"Generate an image of a metallic silver satin slip dress featuring delicate spaghetti straps, a glossy bias-cut silhouette that skims the figure, and a fluid drape",Generate an image of a metallic silver satin slip dress with a relaxed body-skimming fit,Generate an image of a slip dress with spaghetti straps, ,"A photo of a Satin Slip Dress, on white background, high quality."
183180911,182260946,"An image of a cream knit sweater dress made from soft medium-gauge knit fabric, knee-length with a relaxed fit, featuring distinctive tie sleeve cutouts and subtle ribbed trims",Generate an image of a cream knit sweater dress with tie sleeve cutouts and a relaxed fit,Generate an image of a sweater dress, ,"A photo of a Dress, on white background, high quality."
100665540,211453732,An image of light wash high-rise distressed denim cutoff shorts with frayed raw hems,Generate an image of light wash high-rise cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
133451213,81738053,"An image of high-waisted blue denim shorts crafted from sturdy cotton denim, featuring rolled cuffs, a fitted mid-thigh cut, belt loops, and classic five-pocket styling",Generate an image of high-waisted cuffed denim shorts,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
